original_index,path,class_index,class_name,near_duplicate_group_id,resized_image_hash
1476,datasets/lc25000/lung_colon_image_set/colon_image_sets/colon_aca/colonca2327.jpeg,0,colon adenocarcinoma,1299,e82c58c276441b7338044ed1fac92afd8652f31216baba01f24d6cc52a83c02e
1477,datasets/lc25000/lung_colon_image_set/colon_image_sets/colon_aca/colonca2328.jpeg,0,colon adenocarcinoma,1432,825c47b59e9e776b71f72e7b81f096193b52da5f5036c240cd71d43fa15fc66a
1478,datasets/lc25000/lung_colon_image_set/colon_image_sets/colon_aca/colonca2329.jpeg,0,colon adenocarcinoma,1433,ed3e83666d4a650eb795d2c554e34ccd591c14ce973f9d582bec7c9b83a98a67
1479,datasets/lc25000/lung_colon_image_set/colon_image_sets/colon_aca/colonca233.jpeg,0,colon adenocarcinoma,1434,8e62dce13f7ae35f7c813121442f98905051184a4d0bfe1d8465fe6ee31248e1
1480,datasets/lc25000/lung_colon_image_set/colon_image_sets/colon_aca/colonca2330.jpeg,0,colon adenocarcinoma,1435,bf8da60ba639a99a24d25238ad861a09028cf9fb7bf00aababde30952410ee74
1481,datasets/lc25000/lung_colon_image_set/colon_image_sets/colon_aca/colonca2331.jpeg,0,colon adenocarcinoma,1436,0ca492a20c983a584cd2ce7685e0497348ad0333fa6db9317299bec5be54e18a
1482,datasets/lc25000/lung_colon_image_set/colon_image_sets/colon_aca/colonca2332.jpeg,0,colon adenocarcinoma,1437,7f8237f013fe2c092bad05eaf6a975256bb9cfbe05673996ab0117390757f9c8
1483,datasets/lc25000/lung_colon_image_set/colon_image_sets/colon_aca/colonca2333.jpeg,0,colon adenocarcinoma,1438,bdc31942d0be174b3fdde04f0190b9e91e6f6891e90055a38368aaf01e226886
1484,datasets/lc25000/lung_colon_image_set/colon_image_sets/colon_aca/colonca2334.jpeg,0,colon adenocarcinoma,1439,4821734d917b09ecbe2741363bb9e09a4978fe5efaf3a26bcb42ca0ee6f8126d
1485,datasets/lc25000/lung_colon_image_set/colon_image_sets/colon_aca/colonca2335.jpeg,0,colon adenocarcinoma,1440,392f1b6e256d89f9e302ee7d10ab180921e072b4e3959b6e30ef03de585ab7db
1486,datasets/lc25000/lung_colon_image_set/colon_image_sets/colon_aca/colonca2336.jpeg,0,colon adenocarcinoma,1441,5489adb8d9029a8642c2d2f678a4cda00e20af16aa98a61b0c2325fbcc8fd80d
1487,datasets/lc25000/lung_colon_image_set/colon_image_sets/colon_aca/colonca2337.jpeg,0,colon adenocarcinoma,1442,10e308421d2b9d0b925ae6c84f5164068d4c511207bb6b185ba93dd0bf65a641
1488,datasets/lc25000/lung_colon_image_set/colon_image_sets/colon_aca/colonca2338.jpeg,0,colon adenocarcinoma,1443,35fce6415ff8db2e27a74e5078b40cc04a253db5d59db31f6679f1d7a1c5d65b
1489,datasets/lc25000/lung_colon_image_set/colon_image_sets/colon_aca/colonca2339.jpeg,0,colon adenocarcinoma,1444,75ef838475094fa34855f9b13eda887c8b61d64602dc4c219ca1a5d1c835dd8d
1490,datasets/lc25000/lung_colon_image_set/colon_image_sets/colon_aca/colonca234.jpeg,0,colon adenocarcinoma,1445,3a33991ba11fccda6bf6f4bdd886d891453076b1e19e20a18dcee3d9af421bc7
1491,datasets/lc25000/lung_colon_image_set/colon_image_sets/colon_aca/colonca2340.jpeg,0,colon adenocarcinoma,1446,095241016be40d1ad071c5c94eb9ce21d396d75bf39a32c916a301954db0f84f
1492,datasets/lc25000/lung_colon_image_set/colon_image_sets/colon_aca/colonca2341.jpeg,0,colon adenocarcinoma,1447,431f615106099afa3b99c871020e678ede1d174e68bfbc883b4491c3821283c5
1493,datasets/lc25000/lung_colon_image_set/colon_image_sets/colon_aca/colonca2342.jpeg,0,colon adenocarcinoma,1448,9489835928536aceed0ebd75337ecde9517c9bad8e25886d6368483d5d6b2337
1494,datasets/lc25000/lung_colon_image_set/colon_image_sets/colon_aca/colonca2343.jpeg,0,colon adenocarcinoma,1449,1717536556d27eeab0e0ba495fab42fbbf37af56526c3b72d4c48ca86148efe1
1495,datasets/lc25000/lung_colon_image_set/colon_image_sets/colon_aca/colonca2344.jpeg,0,colon adenocarcinoma,1450,15a7fcc9f70713d6ceaa287b672abec2b0def0704b89e8c4fc9970472f39c7da
1496,datasets/lc25000/lung_colon_image_set/colon_image_sets/colon_aca/colonca2345.jpeg,0,colon adenocarcinoma,1451,c7d1056ea081d49537f9643a6543bedd689684c012749012a0d465f9b5b8af9f
1497,datasets/lc25000/lung_colon_image_set/colon_image_sets/colon_aca/colonca2346.jpeg,0,colon adenocarcinoma,1452,cfc92469230c353a5e338a0e08bcf27fa4359175546c76fe0abc874aa819c5b5
1498,datasets/lc25000/lung_colon_image_set/colon_image_sets/colon_aca/colonca2347.jpeg,0,colon adenocarcinoma,1453,5b1eb50f5c4b1bfeb38385509b3616f4c941b11fcd6733d3706a82ac039acbb3
1499,datasets/lc25000/lung_colon_image_set/colon_image_sets/colon_aca/colonca2348.jpeg,0,colon adenocarcinoma,1454,04207a07c392401d8dbfdf539281246aad863766240683958e42166286cb3f58
1500,datasets/lc25000/lung_colon_image_set/colon_image_sets/colon_aca/colonca2349.jpeg,0,colon adenocarcinoma,1455,5b5faee3721be1a27669c26621fbbfd92e10be46425158c62298947133944847
1501,datasets/lc25000/lung_colon_image_set/colon_image_sets/colon_aca/colonca235.jpeg,0,colon adenocarcinoma,1456,70d633dff796a62df873415ae116f99c3a8545dcd6ca4112707bbd5db8aececa
1502,datasets/lc25000/lung_colon_image_set/colon_image_sets/colon_aca/colonca2350.jpeg,0,colon adenocarcinoma,1457,8b99878d81a89ce4ad5143ed23d9a35cd6ebdf75c773a9ffbebf8196e31e9230
1503,datasets/lc25000/lung_colon_image_set/colon_image_sets/colon_aca/colonca2351.jpeg,0,colon adenocarcinoma,1458,ddb958cec8048aa5445ffb2189927f1d7893ba8142dfb078955acdd6687165eb
1504,datasets/lc25000/lung_colon_image_set/colon_image_sets/colon_aca/colonca2352.jpeg,0,colon adenocarcinoma,1459,fb57685d0bfb658c2acbffb6b6802210fd49e036f0fdb296ca0d69eaefea3a20
1505,datasets/lc25000/lung_colon_image_set/colon_image_sets/colon_aca/colonca2353.jpeg,0,colon adenocarcinoma,1460,b7eefd25026c294d6b36f0a5c204347f1136a503dd7cc8862bc276bc2675cb49
1506,datasets/lc25000/lung_colon_image_set/colon_image_sets/colon_aca/colonca2354.jpeg,0,colon adenocarcinoma,1461,45710e36213d6da5877e83aa68d9ad4e8ad01b1ddeb3d5dcf6dfdce5cc4eca1a
1507,datasets/lc25000/lung_colon_image_set/colon_image_sets/colon_aca/colonca2355.jpeg,0,colon adenocarcinoma,1462,ebf6cda9f630edb20d0ecc87f2b403531146f73b70ed789722c95efc4a7f8dda
1508,datasets/lc25000/lung_colon_image_set/colon_image_sets/colon_aca/colonca2356.jpeg,0,colon adenocarcinoma,1463,035d5a4420bf468c5fa7350514bd971c551f56cc0c195a1a4e2f4f4ca2af587b
1509,datasets/lc25000/lung_colon_image_set/colon_image_sets/colon_aca/colonca2357.jpeg,0,colon adenocarcinoma,1464,034c991dcde3b8c0b48c8f5629b0de5d1c3ae13aa510c6a59521f26284e4faa8
1510,datasets/lc25000/lung_colon_image_set/colon_image_sets/colon_aca/colonca2358.jpeg,0,colon adenocarcinoma,1465,84cbd2cb61d9b4c70e4c384b436042e9d133a3c2453f41505adde8d703555eab
1511,datasets/lc25000/lung_colon_image_set/colon_image_sets/colon_aca/colonca2359.jpeg,0,colon adenocarcinoma,1466,f57fc28c648d3d5bbe2edc04cc79c2a92a9e544b5ed21b314cb658b97d3a5979
1512,datasets/lc25000/lung_colon_image_set/colon_image_sets/colon_aca/colonca236.jpeg,0,colon adenocarcinoma,1467,f483ea350feed906b6a0004eb87d7c9b57ebe58cb01bd7d7da19139d84eb987c
1513,datasets/lc25000/lung_colon_image_set/colon_image_sets/colon_aca/colonca2360.jpeg,0,colon adenocarcinoma,1468,5848ed49fcc9ba410ea6900e6e35e9ffc75600987f1975a8cf6ce28084137e65
1514,datasets/lc25000/lung_colon_image_set/colon_image_sets/colon_aca/colonca2361.jpeg,0,colon adenocarcinoma,1469,0db656e68f26f26fe0365182d945c78c8b7de79414fdd421587282200e0c7ef0
1515,datasets/lc25000/lung_colon_image_set/colon_image_sets/colon_aca/colonca2362.jpeg,0,colon adenocarcinoma,1470,27abc08e37211df1ef833cfdbadcda8edccbc11c354be8c334ed18ad521b7122
1516,datasets/lc25000/lung_colon_image_set/colon_image_sets/colon_aca/colonca2363.jpeg,0,colon adenocarcinoma,1471,c2a0747d6af646c0c3ddfd028b2f81b94e135ad868385682a236033b44cc1c28
1517,datasets/lc25000/lung_colon_image_set/colon_image_sets/colon_aca/colonca2364.jpeg,0,colon adenocarcinoma,1472,ff8ee480cec903352587b7bccca57a32b0896253f7cd7d976fa9d00a4630a71b
1518,datasets/lc25000/lung_colon_image_set/colon_image_sets/colon_aca/colonca2365.jpeg,0,colon adenocarcinoma,1473,e012915b792b9f7d719a78341a8a4c53cd4e3042815e0494b4e70420b8bfc775
1519,datasets/lc25000/lung_colon_image_set/colon_image_sets/colon_aca/colonca2366.jpeg,0,colon adenocarcinoma,1474,2c16a547fdb722d970a49342d051faa0a31a5e483a79fd92ce7dda2227011b1b
1520,datasets/lc25000/lung_colon_image_set/colon_image_sets/colon_aca/colonca2367.jpeg,0,colon adenocarcinoma,1475,32bd723acf9f9859fcdd0379cd8ddb0af87cd6ad79e21740e1674428516902fb
1521,datasets/lc25000/lung_colon_image_set/colon_image_sets/colon_aca/colonca2368.jpeg,0,colon adenocarcinoma,1476,733958ff647c8436084b6b65cae5a0664e17f0b07daa00044afa2702b249ba67
1522,datasets/lc25000/lung_colon_image_set/colon_image_sets/colon_aca/colonca2369.jpeg,0,colon adenocarcinoma,1477,6ee7a5f77a1f34c895af983ca8efd723a620ca818f5a74ffde7fc0a9e50faaac
1523,datasets/lc25000/lung_colon_image_set/colon_image_sets/colon_aca/colonca237.jpeg,0,colon adenocarcinoma,1478,d7a1cfd1bcd0ef46c96238a8f3aa1a1a30bf60f46ae7dfd0aeba40b24d6e4a6c
1524,datasets/lc25000/lung_colon_image_set/colon_image_sets/colon_aca/colonca2370.jpeg,0,colon adenocarcinoma,1479,78ecca2aeff58b07677c8b5a4827043885ab99f7b4891e64c7e919bbeadbfde4
1525,datasets/lc25000/lung_colon_image_set/colon_image_sets/colon_aca/colonca2371.jpeg,0,colon adenocarcinoma,1480,d5752e9b908bd7a6b26f9c6952e623bc43f1bd3358d762f241f0a8d067a53785
1526,datasets/lc25000/lung_colon_image_set/colon_image_sets/colon_aca/colonca2372.jpeg,0,colon adenocarcinoma,1481,c7a637f5816a5aedb8a37f1b6ad37c34b7241116732d8876571dadac4b3b3113
1527,datasets/lc25000/lung_colon_image_set/colon_image_sets/colon_aca/colonca2373.jpeg,0,colon adenocarcinoma,208,d838f9f7ff1339008835120f183877b405e75ffc088b7e407dab886b11e42470
1528,datasets/lc25000/lung_colon_image_set/colon_image_sets/colon_aca/colonca2374.jpeg,0,colon adenocarcinoma,1482,3d6fa7bb4f20ea5f932485f8657dbdd3efc981a3bef17b1f4e07c2dfcb595dfb
1529,datasets/lc25000/lung_colon_image_set/colon_image_sets/colon_aca/colonca2375.jpeg,0,colon adenocarcinoma,1483,6f1fdec332a0e8c47ffcb1e44e8b31fa9c39751865ea685ef6731bbb9b1da5a7
1530,datasets/lc25000/lung_colon_image_set/colon_image_sets/colon_aca/colonca2376.jpeg,0,colon adenocarcinoma,1484,773d20b4e9b8d87ff83b559f7c014642fc8b6c420560ab3959971591b4ed8d54
1531,datasets/lc25000/lung_colon_image_set/colon_image_sets/colon_aca/colonca2377.jpeg,0,colon adenocarcinoma,1485,19d6893dbec7df8b62567350c3166069dfb89af2457bd467c127996fa85b22dc
1532,datasets/lc25000/lung_colon_image_set/colon_image_sets/colon_aca/colonca2378.jpeg,0,colon adenocarcinoma,1486,015e57ed812e0d8a84d1729fdf9af1c1c4ed323aa2724c409ad8d59afd6b94c0
1533,datasets/lc25000/lung_colon_image_set/colon_image_sets/colon_aca/colonca2379.jpeg,0,colon adenocarcinoma,1363,e459f88617710dd731e152cfbe588b02c462f69efe8769a08168d857e34a9e47
1534,datasets/lc25000/lung_colon_image_set/colon_image_sets/colon_aca/colonca238.jpeg,0,colon adenocarcinoma,1487,de0f80e4e33b393cf39170ec12215083ecf0f2ebbef998bcd927f68cfa6a0c0e
1535,datasets/lc25000/lung_colon_image_set/colon_image_sets/colon_aca/colonca2380.jpeg,0,colon adenocarcinoma,1488,85fe1a4c1491233460d2786b15e0c4aca96d1872651470443206a5fd6e2c9954
1536,datasets/lc25000/lung_colon_image_set/colon_image_sets/colon_aca/colonca2381.jpeg,0,colon adenocarcinoma,1489,45816c3bece6dd08e57921bab05c2dbc55f23cc17d7adbca10786812c4eca2d5
1537,datasets/lc25000/lung_colon_image_set/colon_image_sets/colon_aca/colonca2382.jpeg,0,colon adenocarcinoma,1490,bb2b9c51998ca5b9a07cb7b0b64c4e466db228add79822367ddbaecec3ccbd7e
1538,datasets/lc25000/lung_colon_image_set/colon_image_sets/colon_aca/colonca2383.jpeg,0,colon adenocarcinoma,1491,8004b68dfc89dce5d8d2c476db3f392155d8c6fda0b56aa24d52b933dd9fa356
1539,datasets/lc25000/lung_colon_image_set/colon_image_sets/colon_aca/colonca2384.jpeg,0,colon adenocarcinoma,1492,4f9fe599ce54ed427fabc075e8e2affcc7dd330647baa7ca5962eaa7f80f0262
1540,datasets/lc25000/lung_colon_image_set/colon_image_sets/colon_aca/colonca2385.jpeg,0,colon adenocarcinoma,1493,1f1394dc623d8fb4bd915087d3804e75fe0d96713677c0447887fed1287e1308
1541,datasets/lc25000/lung_colon_image_set/colon_image_sets/colon_aca/colonca2386.jpeg,0,colon adenocarcinoma,1494,a102b024331ea174ccf0abd37264652d4da369eb3431d8704eb8c24a688b7e25
1542,datasets/lc25000/lung_colon_image_set/colon_image_sets/colon_aca/colonca2387.jpeg,0,colon adenocarcinoma,1495,18589c6456db343fd6575853a2c3cadcc66943518f27fe17c41b58f48e2ad8ff
1543,datasets/lc25000/lung_colon_image_set/colon_image_sets/colon_aca/colonca2388.jpeg,0,colon adenocarcinoma,1496,b0e4d08573e8cd0b1e0d1b1b1058ea05756682f9ccc454b9d2a232223ad5a849
1544,datasets/lc25000/lung_colon_image_set/colon_image_sets/colon_aca/colonca2389.jpeg,0,colon adenocarcinoma,1497,37235e8a228a1882d3f7104b4f7e567616151fb9e75af4c87063c6eb6a979174
1545,datasets/lc25000/lung_colon_image_set/colon_image_sets/colon_aca/colonca239.jpeg,0,colon adenocarcinoma,1498,6856620d25c172451c6f460ad397dd716775b784981ee939d08ad0e1b9a746ff
1546,datasets/lc25000/lung_colon_image_set/colon_image_sets/colon_aca/colonca2390.jpeg,0,colon adenocarcinoma,1499,5b3975228201d917373c11f4b843a69ed671f38eea2cdddff73c7d5391463883
1547,datasets/lc25000/lung_colon_image_set/colon_image_sets/colon_aca/colonca2391.jpeg,0,colon adenocarcinoma,1500,c39017703e677b4d29d96e1016dbfd0af9d4db772facd3d4c730e943e8f21cb0
1548,datasets/lc25000/lung_colon_image_set/colon_image_sets/colon_aca/colonca2392.jpeg,0,colon adenocarcinoma,607,f9124cb23ad955d85b40ed1f82d888d7a36cb0baf7a4933ec390127a28dcfca1
1549,datasets/lc25000/lung_colon_image_set/colon_image_sets/colon_aca/colonca2393.jpeg,0,colon adenocarcinoma,1501,4e8a348cd15bb4e5c92a8acf05904210c8deee4dff12f4af34641e2d23799509
1550,datasets/lc25000/lung_colon_image_set/colon_image_sets/colon_aca/colonca2394.jpeg,0,colon adenocarcinoma,1502,e83581dacda1d179579e3e7d509ed57d3d9bd7cbcbbb469b267e0516594e810a
1551,datasets/lc25000/lung_colon_image_set/colon_image_sets/colon_aca/colonca2395.jpeg,0,colon adenocarcinoma,1319,804d82a454b996f6eae956eb79dae6ca48dc8630df46f2e48b39090dc831739a
1552,datasets/lc25000/lung_colon_image_set/colon_image_sets/colon_aca/colonca2396.jpeg,0,colon adenocarcinoma,1503,796a71aa144cdc99b0983f942299b3fd3d4d68cdacdfa7e6a1bfc04ada611312
1553,datasets/lc25000/lung_colon_image_set/colon_image_sets/colon_aca/colonca2397.jpeg,0,colon adenocarcinoma,1504,e1b3d22a7ebfd1ec29995d1d126a12ce5b748e572ccb33a9a300e298dac1f35e
1554,datasets/lc25000/lung_colon_image_set/colon_image_sets/colon_aca/colonca2398.jpeg,0,colon adenocarcinoma,1505,af74a82d641abd116b8d2f9170da03a483c0a97f1d2aa8a8e42af6642e6a7823
1555,datasets/lc25000/lung_colon_image_set/colon_image_sets/colon_aca/colonca2399.jpeg,0,colon adenocarcinoma,1436,0ca492a20c983a584cd2ce7685e0497348ad0333fa6db9317299bec5be54e18a
1556,datasets/lc25000/lung_colon_image_set/colon_image_sets/colon_aca/colonca24.jpeg,0,colon adenocarcinoma,1506,31477cc2081c207b4af82eb9b131be82eddec8c3fa5a583a180cf95531980925
1557,datasets/lc25000/lung_colon_image_set/colon_image_sets/colon_aca/colonca240.jpeg,0,colon adenocarcinoma,1507,8c3f0e97b7987f0ca41985bb511f8649a3e4379a0b3f06d6e2275a01ac7ac40c
1558,datasets/lc25000/lung_colon_image_set/colon_image_sets/colon_aca/colonca2400.jpeg,0,colon adenocarcinoma,1508,ff50c111a9c76efd8cd63c4d5a2f5403dc7b2b7dac1eec6312ca999a8a733e26
1559,datasets/lc25000/lung_colon_image_set/colon_image_sets/colon_aca/colonca2401.jpeg,0,colon adenocarcinoma,1509,eed275e5f9a4e0cbc6af49b938e5122a56731458a7cbe9087b65c07d36de26ef
1560,datasets/lc25000/lung_colon_image_set/colon_image_sets/colon_aca/colonca2402.jpeg,0,colon adenocarcinoma,1510,820b271a3d20be59c558a37dd292da4436a99e8a0f3425ae501e54f06f2496c4
1561,datasets/lc25000/lung_colon_image_set/colon_image_sets/colon_aca/colonca2403.jpeg,0,colon adenocarcinoma,1511,fc9a904e15edd796256b15f98823bf4fb96c161b557bdef6b4ad5fdfaec8990c
1562,datasets/lc25000/lung_colon_image_set/colon_image_sets/colon_aca/colonca2404.jpeg,0,colon adenocarcinoma,1512,e13f64c76dac4ca4480724238a9b480bb0a6ec7051e3dad8ea55a1a4dc16bb28
1563,datasets/lc25000/lung_colon_image_set/colon_image_sets/colon_aca/colonca2405.jpeg,0,colon adenocarcinoma,1513,dc126d828208166fde14b8812521548f72f2d2915afc4364ebef4fc5e9b99a37
1564,datasets/lc25000/lung_colon_image_set/colon_image_sets/colon_aca/colonca2406.jpeg,0,colon adenocarcinoma,1514,1d1c033bf8bf7d22605a7b1f9bcb91e1e9aaa226c4f89e3d92c5acd5f139492c
1565,datasets/lc25000/lung_colon_image_set/colon_image_sets/colon_aca/colonca2407.jpeg,0,colon adenocarcinoma,1515,5b6ba9a36074b322db75489540fac1d47469d8f6925989f22cbe71c0f00c17c0
1566,datasets/lc25000/lung_colon_image_set/colon_image_sets/colon_aca/colonca2408.jpeg,0,colon adenocarcinoma,1516,feb971f4b6972f26c1ac2cbc239af07ca3d248e75c9ee1ebd1732eae31fde7ed
1567,datasets/lc25000/lung_colon_image_set/colon_image_sets/colon_aca/colonca2409.jpeg,0,colon adenocarcinoma,1517,3fa2ee75b2f54f35d82a1a5db3f404766ebd380dd88418daab32d2c73ec010bb
1568,datasets/lc25000/lung_colon_image_set/colon_image_sets/colon_aca/colonca241.jpeg,0,colon adenocarcinoma,1518,c1695e5b55193bb24a91521c27f12289fc5b19af10ba68d8f62f148cca9d85ab
1569,datasets/lc25000/lung_colon_image_set/colon_image_sets/colon_aca/colonca2410.jpeg,0,colon adenocarcinoma,1519,5d096fc2a875ea6d2b231dd2de170eea6370b39fd07be6e3ab5177611dc6049c
1570,datasets/lc25000/lung_colon_image_set/colon_image_sets/colon_aca/colonca2411.jpeg,0,colon adenocarcinoma,1520,b3cc95b59748cf572e5f01df1faa4270bec6d87d65b57021ef8b825aa8490384
1571,datasets/lc25000/lung_colon_image_set/colon_image_sets/colon_aca/colonca2412.jpeg,0,colon adenocarcinoma,1521,5cb245bd4ae94b4108080190ab69c2ae11c035f68cb51f5f9de218e047847fad
1572,datasets/lc25000/lung_colon_image_set/colon_image_sets/colon_aca/colonca2413.jpeg,0,colon adenocarcinoma,1522,273657463d90c18aab4212cc73dc0e8876f08cc7ef58f0cec3c5a808c674bfb1
1573,datasets/lc25000/lung_colon_image_set/colon_image_sets/colon_aca/colonca2414.jpeg,0,colon adenocarcinoma,1523,79c698c3eca6cef9b288f32a6442fd0473ef4cdf1965c079a2419dac0616e658
1574,datasets/lc25000/lung_colon_image_set/colon_image_sets/colon_aca/colonca2415.jpeg,0,colon adenocarcinoma,179,cdada53a51edefeaa69357c2582607fefc9b7211bf6b995cd023dca50d5fd9cc
1575,datasets/lc25000/lung_colon_image_set/colon_image_sets/colon_aca/colonca2416.jpeg,0,colon adenocarcinoma,1524,50d83559a9378b22905d7429b2713744d9aa91652b66c9881c82b771e0973e95
1576,datasets/lc25000/lung_colon_image_set/colon_image_sets/colon_aca/colonca2417.jpeg,0,colon adenocarcinoma,1525,3d67d1e850344f9defc2f459d773618edcd359e9ca62b8dee5bcbfc57eeff221
1577,datasets/lc25000/lung_colon_image_set/colon_image_sets/colon_aca/colonca2418.jpeg,0,colon adenocarcinoma,1526,39591d6dc1e92d9fbf4eea7e4645f365d877056e9e993c2fa30ede0b0756b02b
1578,datasets/lc25000/lung_colon_image_set/colon_image_sets/colon_aca/colonca2419.jpeg,0,colon adenocarcinoma,1527,5640dd51b6f365fff32f3e78ee65106999dd1f9f9e0c75b970d099c64a998ac3
1579,datasets/lc25000/lung_colon_image_set/colon_image_sets/colon_aca/colonca242.jpeg,0,colon adenocarcinoma,1528,149000a07e94df7bae120c066d051c45113f3ab39bcfbf646cae76e9b49cf8f1
1580,datasets/lc25000/lung_colon_image_set/colon_image_sets/colon_aca/colonca2420.jpeg,0,colon adenocarcinoma,1529,c830ffadb1b661e720dfa11f4636b26a0b6022f460fee5278097d69fdecdf60c
1581,datasets/lc25000/lung_colon_image_set/colon_image_sets/colon_aca/colonca2421.jpeg,0,colon adenocarcinoma,1530,9f65f7ea43131a0fa63106e620552594cd65663b365a429ce3d76a96bb3f0fd3
1582,datasets/lc25000/lung_colon_image_set/colon_image_sets/colon_aca/colonca2422.jpeg,0,colon adenocarcinoma,1531,5fcdd19c43c514b44d8f8e916286ae2bc2e60f583bca482048eab4476baa0680
1583,datasets/lc25000/lung_colon_image_set/colon_image_sets/colon_aca/colonca2423.jpeg,0,colon adenocarcinoma,1532,15782f082d1fdcbd45b63d6ece59f0eb17e2d9257a583be3b06a64a27fd9d584
1584,datasets/lc25000/lung_colon_image_set/colon_image_sets/colon_aca/colonca2424.jpeg,0,colon adenocarcinoma,1533,6aa856527897e991d340bc11bdb1434607639dd3331de5805465b6da377825f0
1585,datasets/lc25000/lung_colon_image_set/colon_image_sets/colon_aca/colonca2425.jpeg,0,colon adenocarcinoma,1534,dec93004e2c01cdcd51af3c6cd2bc1c46d7bb4d00b8ce12e766f9961d2407a62
1586,datasets/lc25000/lung_colon_image_set/colon_image_sets/colon_aca/colonca2426.jpeg,0,colon adenocarcinoma,1476,733958ff647c8436084b6b65cae5a0664e17f0b07daa00044afa2702b249ba67
1587,datasets/lc25000/lung_colon_image_set/colon_image_sets/colon_aca/colonca2427.jpeg,0,colon adenocarcinoma,1535,64a4fc04d2665d69d298590338358895ad37e98aae5bcc239f7b8b520c8abbf7
1588,datasets/lc25000/lung_colon_image_set/colon_image_sets/colon_aca/colonca2428.jpeg,0,colon adenocarcinoma,1536,8885138670d002d094c00d98dd0bac482d76d579d717417d058fcdc822ed5660
1589,datasets/lc25000/lung_colon_image_set/colon_image_sets/colon_aca/colonca2429.jpeg,0,colon adenocarcinoma,723,f43c960592d64045cdf94420602a8fa1dbf9b05d9ddc8b2467808d76a70594e2
1590,datasets/lc25000/lung_colon_image_set/colon_image_sets/colon_aca/colonca243.jpeg,0,colon adenocarcinoma,1537,eec6c6ffd175216eb35174c988098cb94e253f73275e16a20a32006564873a21
1591,datasets/lc25000/lung_colon_image_set/colon_image_sets/colon_aca/colonca2430.jpeg,0,colon adenocarcinoma,1538,62a733dac2fb41b96cddca906e9ab13137b9dc8d4b87f13272da0879b25c834f
1592,datasets/lc25000/lung_colon_image_set/colon_image_sets/colon_aca/colonca2431.jpeg,0,colon adenocarcinoma,1539,d364e99778351dbd5e60e729e6d8605dc0a3ad2ea9c73b86f2b0113ae012c274
1593,datasets/lc25000/lung_colon_image_set/colon_image_sets/colon_aca/colonca2432.jpeg,0,colon adenocarcinoma,1540,58a30d346524fbe88fccfd4b66ff5d8417b187c9a375258117a5bc823f437602
1594,datasets/lc25000/lung_colon_image_set/colon_image_sets/colon_aca/colonca2433.jpeg,0,colon adenocarcinoma,1541,1464442d23dd8a604f73d021e7e6ace8d14517f7982edbab27e23ba2e86ab745
1595,datasets/lc25000/lung_colon_image_set/colon_image_sets/colon_aca/colonca2434.jpeg,0,colon adenocarcinoma,1542,34d807431b092d03d56f627b0532918fe2c146424c1bbf3b4cc18710192ab73b
1596,datasets/lc25000/lung_colon_image_set/colon_image_sets/colon_aca/colonca2435.jpeg,0,colon adenocarcinoma,1543,4d5484327fae53cf9eba9e81c547411a6847aae423b68a4b577736a6b8e28eba
1597,datasets/lc25000/lung_colon_image_set/colon_image_sets/colon_aca/colonca2436.jpeg,0,colon adenocarcinoma,1544,c9ba2adde90f214e45efe99f372b95a4c1765996e9daf4f133dfdb41c6432eb4
1598,datasets/lc25000/lung_colon_image_set/colon_image_sets/colon_aca/colonca2437.jpeg,0,colon adenocarcinoma,1545,93e5b6ec84438a1914b5ad5b31ebf6b7f50137cc516e4c1cf3f720cb5b07e7c1
1599,datasets/lc25000/lung_colon_image_set/colon_image_sets/colon_aca/colonca2438.jpeg,0,colon adenocarcinoma,1546,c720a634669565fdbdbc96986fe9d07c11610520e7cb317d560567b85b1ad71c
1600,datasets/lc25000/lung_colon_image_set/colon_image_sets/colon_aca/colonca2439.jpeg,0,colon adenocarcinoma,1547,80f4b4c6324bf2e4d7e6a84e7333f0c6849cd3a0bbf2ae98ec09b1b48b6d9dc6
1601,datasets/lc25000/lung_colon_image_set/colon_image_sets/colon_aca/colonca244.jpeg,0,colon adenocarcinoma,1548,7d6b21b17fab89f62901f63b25b997fd328641eb35f0aab1c4f646d4b869182d
1602,datasets/lc25000/lung_colon_image_set/colon_image_sets/colon_aca/colonca2440.jpeg,0,colon adenocarcinoma,1549,322f49539012f9e0c71efa27bcd204dc7c4742451baf50f5703287961c49f9f2
1603,datasets/lc25000/lung_colon_image_set/colon_image_sets/colon_aca/colonca2441.jpeg,0,colon adenocarcinoma,1550,abe3b410ddcb5342a2e52aff62560739b54726f6897b64804aeb8083a4713a75
1604,datasets/lc25000/lung_colon_image_set/colon_image_sets/colon_aca/colonca2442.jpeg,0,colon adenocarcinoma,1551,7d95df0211e7a53f6518c6675993d1145f34d392b12a6041e553a1f4e676f3df
1605,datasets/lc25000/lung_colon_image_set/colon_image_sets/colon_aca/colonca2443.jpeg,0,colon adenocarcinoma,1552,d1d11fb20b9b8797acd42a24396cd5d4adb2eb0dc3e6fb6fd0373a12e1cd0abe
1606,datasets/lc25000/lung_colon_image_set/colon_image_sets/colon_aca/colonca2444.jpeg,0,colon adenocarcinoma,1553,04a1d1455f88e279c60437f0f5a305e3b2263aaf922f9e6da9b5f40ddcc86a97
